id,order_id,order_category,order_time,order_quantity,order_type,order_price,All_or_none,Minimum_fill,Disclosed_Quantity,user_id,order_status,traded_quantity,trade_price_list,trade_quant_list,trade_id,user_all,user_MinFill,user_disclosed
757,21b438ee-0bfc-41b0-88da-e00eb484d7c6,Sell,2020-09-18 15:37:01.624713,104,LM,99.85,False,2,47,Generator,Accepted,104,-1 -1 -1 -1 ,47 47 7 3 ,e171e2c9-c8e9-4fe3-ab03-8a4ac4c4bc95,False,False,False
758,264c3006-c687-47b2-ba02-912e7b6e9f24,Sell,2020-09-18 15:37:02.144486,91,LM,99.95,True,91,91,Generator,Accepted,91,-1 ,91 ,55b3cc79-687c-4e03-a83b-4465aa8727ed,False,False,False
759,6a64608d-1761-43ec-bbbc-c03e0f5969f8,Buy,2020-09-18 15:37:02.654573,103,LM,99.85,True,103,103,Generator,Waiting,0,,,,False,False,False
760,eb9e97ad-c8ff-4d4b-8e82-3cbed757b2aa,Buy,2020-09-18 15:37:03.164154,94,LM,99.95,False,2,76,Generator,Accepted,94,-1 -1 ,76 18 ,c793e80a-c4c1-4cce-a558-5ec0de03dd03,False,False,False
761,88d257a3-47a5-4fc3-bc2b-bee4366c44ed,Buy,2020-09-18 15:37:03.673217,98,LM,100.4,True,98,98,Generator,Accepted,98,100.0 ,98 ,cde64d1c-d8bb-4745-aca1-3be47d8c8c3a,False,False,False
762,6093af8f-9381-4d7d-92af-198f2d59c7d4,Sell,2020-09-18 15:37:04.182475,97,LM,100.1,True,97,97,Generator,Accepted,97,100.25 ,97 ,baaf0402-0236-40eb-a29d-d389186fe59e,False,False,False
763,98e619e6-31a5-4944-b026-27b007863236,Sell,2020-09-18 15:37:05.391763,101,LM,99.9,True,101,101,Generator,Waiting,0,,,,False,False,False
764,fbcde828-fe25-469e-96fd-113f490c88ba,Sell,2020-09-18 15:37:05.922295,91,LM,99.95,False,4,28,Generator,Accepted,91,-1 -1 -1 -1 -1 -1 ,4 1 23 28 28 7 ,da4b8fd0-e232-4500-89a7-218760f131f4,False,False,False
765,b27db3f8-869d-4bee-b147-300b16f7beba,Buy,2020-09-18 15:37:06.437408,107,LM,100.15,True,107,107,Generator,Accepted,107,99.85 ,107 ,3e16ee85-710f-490b-b48e-4631606aa3c2,False,False,False
766,f0ef59ec-665d-466a-a8af-75d29f153d6f,Sell,2020-09-18 15:37:06.985772,104,LM,100.05,True,104,104,Generator,Waiting,0,,,,False,False,False
767,46c14519-4500-4139-961a-563b6a317a56,Buy,2020-09-18 15:37:07.525033,107,LM,99.7,True,107,107,Generator,Waiting,0,,,,False,False,False
768,f667c4a5-6c86-431c-b038-f9f38355ac1a,Sell,2020-09-18 15:37:08.047560,95,MR,-1.0,False,0,95,Generator,Accepted,95,99.95 99.95 100.1 ,76 18 1 ,8fdfc89e-2142-4a2f-b3da-4598819b9da8,False,False,False
769,f95799be-b0af-438e-ba34-0026545c6a80,Buy,2020-09-18 15:37:08.570385,97,LM,100.25,True,97,97,Generator,Accepted,97,100.1 ,97 ,bc5187ca-bad1-4cef-828c-135cf119d400,False,False,False
770,45d7c683-0365-4f55-8fb6-f5b4dda30b92,Buy,2020-09-18 15:37:09.111580,101,MR,-1.0,False,0,101,Generator,Accepted,101,99.85 99.85 99.85 ,47 47 7 ,a968c46d-511f-4aad-b09e-6fed43d7d3ff,False,False,False
771,721fcfa4-8227-4bbb-be56-8f949360b277,Buy,2020-09-18 15:37:09.643488,101,LM,99.95,True,101,101,Generator,Waiting,0,,,,False,False,False
772,46d71c68-4007-4269-ba1d-46d4e7f01f75,Buy,2020-09-18 15:37:10.159780,102,LM,99.7,True,102,102,Generator,Waiting,0,,,,False,False,False
773,d9afaed3-ba74-46d9-8769-b49fe5e2bf34,Buy,2020-09-18 15:37:10.678087,102,LM,100.15,True,102,102,Generator,Accepted,102,-1 ,102 ,df5cd885-1a77-414f-b4c6-259daf73fda9,False,False,False
774,7cbfc2e7-6da0-4d17-8543-5e9bb11cdfad,Sell,2020-09-18 15:37:11.194511,98,LM,100.0,True,98,98,Generator,Accepted,98,100.4 ,98 ,8f2fe14a-b5c9-4905-bb49-c18d5dc5f035,False,False,False
775,4b69b280-707b-4873-9e2d-21bda0e84f6e,Sell,2020-09-18 15:37:11.713475,95,LM,100.2,False,0,24,Generator,Waiting,0,,,,False,False,False
776,8c4b51b3-6e3d-486a-a8ef-7e20bd0c7ac6,Sell,2020-09-18 15:37:12.230009,94,LM,100.1,True,94,94,Generator,Waiting,0,,,,False,False,False
777,819420a6-787b-412a-aae1-c395394f9abe,Sell,2020-09-18 15:37:12.744059,96,LM,100.1,True,96,96,Generator,Waiting,0,,,,False,False,False
778,a42c1a91-e6d4-4dfa-8665-2dc4dd6d8ba3,Sell,2020-09-18 15:37:13.260347,90,LM,100.05,True,90,90,Generator,Waiting,0,,,,False,False,False
779,bad496ff-b7f5-49ac-a123-c1823299a0ac,Buy,2020-09-18 15:37:13.776433,101,LM,100.1,False,0,35,Generator,Accepted,101,-1 -1 -1 -1 -1 ,1 34 35 28 3 ,c2555b8b-d293-45ba-80ad-20d9913497b3,False,False,False
780,6a55cb8e-0c57-4fef-8786-bf9799da519a,Buy,2020-09-18 15:37:14.294929,106,LM,99.95,True,106,106,Generator,Waiting,0,,,,False,False,False
781,76c85ed8-7913-4a83-9d8f-20d7e854a7f9,Sell,2020-09-18 15:37:14.807278,102,LM,100.2,True,102,102,Generator,Waiting,0,,,,False,False,False
782,3c29f189-1685-4026-b918-4191edbfd66a,Buy,2020-09-18 15:37:15.323846,96,LM,99.7,True,96,96,Generator,Waiting,0,,,,False,False,False
783,0b12fdb7-8f33-4be5-944b-79b7a8717d3f,Buy,2020-09-18 15:37:15.839816,97,MR,-1.0,False,0,97,Generator,Waiting,0,,,,False,False,False
784,fa33e011-6627-4478-b414-53ec9662da4d,Buy,2020-09-18 15:37:16.355549,94,LM,99.85,False,8,65,Generator,Waiting,0,,,,False,False,False
785,805b1d34-2c9c-441f-b041-9fe355a064af,Sell,2020-09-18 15:37:16.870804,101,LM,99.75,True,101,101,Generator,Accepted,101,-1 ,101 ,2e285089-0721-495a-87b3-747bd548fd0e,False,False,False
786,75ccc298-2b38-44f3-a65c-b3ce1ac4a2d5,Sell,2020-09-18 15:37:17.387347,97,MR,-1.0,False,0,97,Generator,Accepted,97,100.1 100.1 100.1 ,34 35 28 ,1dafb987-d8c7-4be3-81e3-f7321b3ba705,False,False,False
787,a50eca68-933d-4e1b-bb2e-6c97b7e63950,Buy,2020-09-18 15:37:17.903620,97,MR,-1.0,False,0,97,Generator,Accepted,97,99.85 99.95 100.0 ,3 91 3 ,b8194ff6-5ca8-47c7-b436-7249a8a34563,False,False,False
788,ea3a031e-3dd2-4d48-b641-78f66c06e991,Buy,2020-09-18 15:37:18.419209,100,LM,100.15,True,100,100,Generator,Accepted,100,-1 ,100 ,247f3369-8fc1-470c-924b-d88fa6bb30d6,False,False,False
789,ee5a58e8-23ce-433d-a826-da8703772732,Buy,2020-09-18 15:37:18.930246,111,LM,100.2,True,111,111,Generator,Accepted,111,-1 ,111 ,aa99cce7-b5c8-4536-864a-d1326964ee45,False,False,False
790,b3273ee1-3e43-43c4-90bc-6de4c2bf6360,Buy,2020-09-18 15:37:19.447005,101,LM,99.85,True,101,101,Generator,Waiting,0,,,,False,False,False
791,3acbc8a6-0586-42d5-91b2-ea2a825974bd,Sell,2020-09-18 15:37:19.961403,91,LM,99.85,False,8,43,Generator,Accepted,91,-1 -1 -1 ,43 43 5 ,3f6717c1-cf93-40a1-877e-14b0f01d8599,False,False,False
792,fd75e5f8-448b-4410-8347-9f28c0d4e609,Sell,2020-09-18 15:37:20.471070,100,LM,100.0,True,100,100,Generator,Waiting,0,,,,False,False,False
793,a2e6e59e-4229-424b-896b-635776376938,Sell,2020-09-18 15:37:20.981355,98,LM,99.85,True,98,98,Generator,Accepted,98,-1 ,98 ,ee97eeeb-73eb-4011-b8d1-df93d525bf01,False,False,False
794,d68af494-9555-4fdf-ba5a-405df5bbc50d,Sell,2020-09-18 15:37:21.489758,101,LM,99.9,False,8,20,Generator,Accepted,101,-1 -1 -1 -1 -1 -1 -1 -1 ,20 20 20 20 15 1 4 1 ,8622cafb-8860-4d33-bbd6-4bb0d7f70f6c,False,False,False
795,fedddae2-84b9-4809-a3f9-f2f82932379f,Sell,2020-09-18 15:37:21.998780,105,MR,-1.0,False,0,105,Generator,Accepted,105,100.15 100.1 ,102 3 ,3f38d91f-6145-4f5d-aa99-d2e516853c22,False,False,False
796,ad349c93-1e32-4250-a51a-6bd331b59c4e,Buy,2020-09-18 15:37:22.512489,99,LM,99.9,False,6,96,Generator,Accepted,99,-1 -1 ,95 4 ,86c16fe6-d33d-410f-98f8-e449ad8d2cce,False,False,False
797,491998c9-7c9c-45f8-94c8-3ee2da1161ec,Sell,2020-09-18 15:37:23.023951,95,LM,100.0,False,0,48,Generator,Waiting,20,-1 -1 -1 -1 -1 -1 ,3 5 3 3 3 3 ,,False,False,False
798,e311a14d-17e3-4953-b445-2146040a0cfe,Sell,2020-09-18 15:37:23.531986,95,LM,100.25,True,95,95,Generator,Waiting,0,,,,False,False,False
799,bd576da8-f3b0-4588-8054-bdfe212c6699,Buy,2020-09-18 15:37:24.043053,92,LM,99.85,True,92,92,Generator,Waiting,0,,,,False,False,False
800,a5f6a5bb-2aa2-4db1-8451-0da13d5bf8e2,Buy,2020-09-18 15:37:24.555059,110,LM,99.9,True,110,110,Generator,Waiting,0,,,,False,False,False
801,490ec319-8297-4891-9188-cc594183c735,Sell,2020-09-18 15:37:25.063595,100,LM,99.75,False,6,32,Generator,Accepted,100,-1 -1 -1 -1 ,32 32 32 4 ,573b7a9d-6421-41d7-b0c4-fd85c90066bb,False,False,False
802,9247c374-3638-4c2f-989f-3eed60cfc4e6,Buy,2020-09-18 15:37:25.571539,101,LM,99.85,True,101,101,Generator,Waiting,0,,,,False,False,False
803,57b43261-dcde-4b04-9254-36b258053526,Buy,2020-09-18 15:37:27.293286,90,LM,99.85,False,2,88,Generator,Waiting,2,-1 ,2 ,,False,False,False
804,50b045e3-de53-4882-9ee5-50a26c01c910,Sell,2020-09-18 15:37:27.801861,102,MR,-1.0,False,0,102,Generator,Accepted,102,100.15 99.85 ,100 2 ,6f53272a-de39-46cb-bf2b-af34a455379f,False,False,False
805,78955493-e996-4f17-bdb1-53fd09b23967,Sell,2020-09-18 15:37:28.319637,96,LM,100.0,True,96,96,Generator,Waiting,0,,,,False,False,False
806,facc181d-2fc4-4b8b-abba-8546d1a96bc6,Buy,2020-09-18 15:37:28.831357,99,LM,100.3,True,99,99,Generator,Accepted,99,99.95 ,99 ,5eb0ab00-6503-4903-8032-660ebcd9f329,False,False,False
807,4bc7879c-ac06-4ac4-95de-59e3c5fc26f4,Buy,2020-09-18 15:37:29.336866,105,LM,99.95,True,105,105,Generator,Waiting,0,,,,False,False,False
808,c0ec02d0-9631-431e-b544-8a2d1167b24f,Sell,2020-09-18 15:37:29.848264,102,LM,99.65,False,9,60,Generator,Accepted,102,-1 -1 -1 ,60 37 5 ,1a4e7869-8b6b-46b8-9903-c9429c1d4927,False,False,False
809,364163ce-f082-4944-87c9-914c15f26f16,Sell,2020-09-18 15:37:30.356236,95,LM,100.0,True,95,95,Generator,Accepted,95,100.25 ,95 ,788d1dce-4ce4-4c23-ba8e-8d8e66e37fff,False,False,False
810,8eca1f60-aee8-410c-afe5-a07a2fab537a,Sell,2020-09-18 15:37:30.867464,101,LM,99.75,True,101,101,Generator,Accepted,101,-1 ,101 ,32894a9d-ac69-4bb1-b943-2e6b3d8e00ea,False,False,False
811,15ce0915-69f9-4584-88da-9d587523806a,Sell,2020-09-18 15:37:31.379488,100,LM,99.9,True,100,100,Generator,Accepted,100,100.2 ,100 ,00319192-046a-4778-8435-d966344e93f1,False,False,False
812,acb446b4-3caf-445b-8871-9db1069768b8,Sell,2020-09-18 15:37:31.890508,99,LM,99.95,True,99,99,Generator,Accepted,99,100.3 ,99 ,9039d2cb-e1ee-44bf-baf6-fe4af43d5e60,False,False,False
813,78da0a67-7b84-44b2-8050-882539209ce2,Buy,2020-09-18 15:37:32.399106,100,LM,100.1,False,3,67,Generator,Accepted,100,-1 -1 -1 ,67 32 1 ,a436a96e-46f0-4c7c-98d3-e8972ef99744,False,False,False
814,0de4bdf2-e00d-4af4-9637-787349aad1f0,Buy,2020-09-18 15:37:32.906348,97,MR,-1.0,False,0,97,Generator,Accepted,97,99.65 99.65 ,60 37 ,14f0e22e-d76a-4abf-a1f7-b086d8c0ecd3,False,False,False
815,a5e04946-7faa-49c7-920e-326ccd954ae8,Sell,2020-09-18 15:37:33.411014,101,LM,99.9,True,101,101,Generator,Waiting,0,,,,False,False,False
816,51841cf6-366e-48b0-b797-d19609092ef1,Sell,2020-09-18 15:37:33.915754,90,LM,100.0,True,90,90,Generator,Waiting,0,,,,False,False,False
