id,order_id,order_category,order_time,order_quantity,order_type,order_price,All_or_none,Minimum_fill,Disclosed_Quantity,user_id,order_status,traded_quantity,trade_price_list,trade_quant_list,trade_id
4028,6ef55779-6d4f-426c-b1c5-66f051b05c8c,Buy,2020-09-17 19:21:50.517493,96,LM,99.7,True,96,96,Generator,Waiting,0,,,
4029,19f52738-e63d-435a-b802-22dd3c32df3f,Buy,2020-09-17 19:21:51.050539,106,MR,-1.0,False,0,106,Generator,Waiting,103,100.0 ,103 ,
4030,62dd500b-47b9-4a54-b961-7435c4e79bea,Sell,2020-09-17 19:21:51.586534,103,LM,100.0,True,103,103,Generator,Accepted,103,-1 ,103 ,
4031,a7745c1f-a919-414c-9f48-4ceb58d91886,Sell,2020-09-17 19:21:52.186292,103,LM,99.5,True,103,103,Generator,Waiting,0,,,
4032,b6e874fe-422c-4e93-a5f3-5f393fb17122,Buy,2020-09-17 19:21:52.698504,90,LM,100.05,False,90,90,Generator,Waiting,0,,,
4033,989adecf-464e-4e6a-ac64-8f2c61d9268f,Buy,2020-09-17 19:21:53.216899,102,LM,100.1,True,102,102,Generator,Waiting,0,,,
4034,5201da66-d078-430d-bcdb-4a8b825be27c,Buy,2020-09-17 19:21:53.758711,96,MR,-1.0,False,0,96,Generator,Waiting,92,99.75 ,92 ,
4035,dd56e014-79ee-40b8-a2da-b48e34088dc4,Buy,2020-09-17 19:21:54.277748,100,LM,100.15,True,100,100,Generator,Accepted,100,99.95 ,100 ,
4036,9b20a9c3-99a7-469c-b3f3-6a8f53da33b8,Sell,2020-09-17 19:21:54.801900,92,LM,99.75,True,92,92,Generator,Accepted,92,-1 ,92 ,
4037,ce5b91ae-57b0-4d8f-a1d9-3dc259c8ebdf,Buy,2020-09-17 19:21:55.322387,99,MR,-1.0,False,0,99,Generator,Waiting,0,,,
4038,9d5f5345-94a7-4589-9d95-5d779caf2370,Buy,2020-09-17 19:21:55.848984,104,MR,-1.0,False,0,104,Generator,Waiting,101,100.2 ,101 ,
4039,7d8f7403-2d79-4b21-abfd-330b495ebaed,Sell,2020-09-17 19:21:56.386115,101,LM,100.2,True,101,101,Generator,Accepted,101,-1 ,101 ,
4040,b764f038-9533-4406-9826-b89bc98f0b92,Buy,2020-09-17 19:21:56.928521,102,LM,99.9,True,102,102,Generator,Accepted,102,-1 ,102 ,
4041,ce4dcbbf-a8f9-4f36-a536-34ab863ae8b5,Sell,2020-09-17 19:21:57.473829,99,LM,100.15,True,99,99,Generator,Waiting,0,,,
4042,3a63e4e3-6ec8-40e5-81da-98f9652e6f28,Sell,2020-09-17 19:21:58.008157,106,LM,99.95,True,106,106,Generator,Waiting,0,,,
4043,bfdeddac-460c-499b-bc60-e01fd9f2b1d4,Sell,2020-09-17 19:21:58.531182,103,LM,99.75,False,103,103,Generator,Accepted,103,100.0 ,103 ,
4044,aca513e6-fd63-4a0e-a834-231b6ebece58,Sell,2020-09-17 19:21:59.058678,105,LM,100.05,True,105,105,Generator,Waiting,0,,,
4045,d3c2bcaf-4a54-4e2d-8156-5ccfc2237cd3,Sell,2020-09-17 19:21:59.578677,97,LM,100.1,True,97,97,Generator,Waiting,0,,,
4046,f3fd78d3-8fd4-488b-aec1-36232c9baf48,Sell,2020-09-17 19:22:00.102717,104,LM,100.05,True,104,104,Generator,Waiting,0,,,
4047,fa4e28c5-0132-45da-9cc3-49f28690fe08,Buy,2020-09-17 19:22:00.622717,94,LM,99.8,True,94,94,Generator,Waiting,0,,,
4048,a29e2ece-3cd3-475f-b7aa-2788b5d09257,Sell,2020-09-17 19:22:01.144828,111,LM,99.9,True,111,111,Generator,Accepted,111,99.95 ,111 ,
4049,e1c263a5-efb7-4749-8462-0d7fcc318f58,Buy,2020-09-17 19:22:01.672818,101,LM,100.1,False,101,101,Generator,Accepted,101,100.05 ,101 ,
4050,98652541-9681-4c8e-ac74-aa2141e8b2d6,Sell,2020-09-17 19:22:02.195214,100,LM,99.95,True,100,100,Generator,Accepted,100,100.15 ,100 ,
4051,37829e08-e9ea-4739-b57f-8a8bc8892381,Sell,2020-09-17 19:22:02.743624,100,LM,99.8,True,100,100,Generator,Accepted,100,100.15 ,100 ,
4052,2f1430f8-962e-4544-b055-cc4627d5facc,Sell,2020-09-17 19:22:03.274472,107,LM,100.1,True,107,107,Generator,Waiting,0,,,
4053,acda06a8-31a9-4c53-8882-a503df5552b5,Sell,2020-09-17 19:22:03.805088,100,LM,100.0,True,100,100,Generator,Accepted,100,100.1 ,100 ,
4054,1950e2c8-eff8-4bcd-87a9-20602301bf44,Buy,2020-09-17 19:22:04.333356,103,LM,100.0,True,103,103,Generator,Accepted,103,99.75 ,103 ,
4055,432c8752-cec5-49a9-8626-209842a9ad53,Buy,2020-09-17 19:22:04.853355,96,MR,-1.0,False,0,96,Generator,Waiting,0,,,
4056,63a59b60-440a-4d6e-9ebd-8354b9862f91,Buy,2020-09-17 19:22:05.370742,100,LM,100.15,True,100,100,Generator,Accepted,100,99.8 ,100 ,
4057,408b33f0-9c43-4e15-bb2a-55832d081b7d,Buy,2020-09-17 19:22:05.899681,93,LM,99.95,True,93,93,Generator,Accepted,93,-1 ,93 ,
