id,order_id,order_category,order_time,order_quantity,order_type,order_price,All_or_none,Minimum_fill,Disclosed_Quantity,user_id,order_status,traded_quantity,trade_price_list,trade_quant_list,trade_id,user_all,user_MinFill,user_disclosed
567,6ac75de2-2968-45f8-8f22-a8d8267fd4ef,Buy,2020-09-18 15:32:26.819804,106,LM,99.8,True,106,106,Generator,Waiting,0,,,,False,False,False
568,0457a04d-1db6-4cec-a68c-8c55bc010ba9,Sell,2020-09-18 15:32:27.334157,94,LM,100.1,True,94,94,Generator,Accepted,94,-1 ,94 ,9485d80b-d76f-479a-8a8b-885b9ef56658,False,False,False
569,2ab14500-0a22-45a4-b5d7-8eacb5d1f9dc,Buy,2020-09-18 15:32:27.848025,104,MR,-1.0,False,0,104,Generator,Waiting,94,100.1 ,94 ,,False,False,False
570,8ef71a88-e1c8-4291-a6ed-e7f20fa2d688,Sell,2020-09-18 15:32:28.366501,101,LM,100.1,True,101,101,Generator,Waiting,0,,,,False,False,False
571,d06631d3-58f8-41b0-82d3-472581488ab8,Buy,2020-09-18 15:32:28.884326,111,LM,99.95,True,111,111,Generator,Waiting,0,,,,False,False,False
572,5239d6f7-9dc3-46a8-97b7-40d6b37b75ba,Buy,2020-09-18 15:32:29.400419,106,LM,99.65,False,106,106,Generator,Waiting,0,,,,False,False,False
573,6e2d524c-8065-48f8-8ec4-92ec3310dc28,Buy,2020-09-18 15:32:29.911356,92,LM,100.3,True,92,92,Generator,Accepted,92,-1 ,92 ,9c6484ab-0fcd-453a-b022-12ebe4e8c56d,False,False,False
574,6aad43bb-d3b7-461d-95c7-44339e1ef2b6,Buy,2020-09-18 15:32:30.426671,98,MR,-1.0,False,0,98,Generator,Waiting,96,100.0 ,96 ,,False,False,False
575,bce4e8d9-c12b-4554-8bb1-8776895bf22b,Buy,2020-09-18 15:32:30.940530,101,LM,100.15,True,101,101,Generator,Accepted,101,100.05 ,101 ,a86e7995-f445-4800-85b5-36b4a8aef68a,False,False,False
576,1fa37395-c6e1-4c36-b34b-cecbedb10930,Sell,2020-09-18 15:32:31.456504,107,LM,99.9,True,107,107,Generator,Accepted,107,100.15 ,107 ,ba2a95d1-fe02-4334-9ad4-9dd8dc74d662,False,False,False
577,8168987a-1909-4d20-b76d-9ff8e72ec1b0,Buy,2020-09-18 15:32:31.977861,100,LM,100.05,True,100,100,Generator,Accepted,100,99.95 ,100 ,03f41e16-7a36-4797-b8f1-9e471743517c,False,False,False
578,28f702fe-da05-4394-a994-e5cc4dd52ac9,Buy,2020-09-18 15:32:32.492011,101,LM,100.25,False,101,101,Generator,Accepted,101,99.95 ,101 ,c1bce6f6-b7da-4c42-9562-e2e5eea0aef5,False,False,False
579,eab5f66e-ee78-40ba-bdcd-f428358329bc,Buy,2020-09-18 15:32:33.009866,98,LM,99.85,True,98,98,Generator,Waiting,0,,,,False,False,False
580,3890fd24-709b-4b7a-ae04-37ba75e1ced3,Buy,2020-09-18 15:32:33.528224,104,LM,99.75,True,104,104,Generator,Waiting,0,,,,False,False,False
581,2bcaeb75-a92b-4955-8383-35d86d2371bb,Buy,2020-09-18 15:32:34.046800,95,LM,100.0,True,95,95,Generator,Accepted,95,-1 ,95 ,aba8fe36-6157-4761-9466-3ac1d2ed654d,False,False,False
582,47fc9a26-705d-4890-a0ba-95a60b5c28ac,Sell,2020-09-18 15:32:34.569400,106,LM,99.95,True,106,106,Generator,Waiting,0,,,,False,False,False
583,b50ce355-7b53-41f4-9528-57604a3a60c5,Sell,2020-09-18 15:32:35.093022,102,LM,100.0,True,102,102,Generator,Waiting,0,,,,False,False,False
584,233f6ab9-75fa-4649-b325-0c27d3fd9927,Sell,2020-09-18 15:32:35.607151,96,LM,100.0,True,96,96,Generator,Accepted,96,-1 ,96 ,e975b32a-8925-4120-b7cd-5cd7f22899fa,False,False,False
585,bb19bea8-d7e2-41b4-9c5f-1c9a071fb575,Buy,2020-09-18 15:32:36.124489,106,MR,-1.0,False,0,106,Generator,Waiting,0,,,,False,False,False
586,c3ef7785-73e7-407e-b4da-d7f315d01134,Buy,2020-09-18 15:32:36.637988,94,LM,99.75,True,94,94,Generator,Waiting,0,,,,False,False,False
587,39f7dfd6-607a-4190-af11-4a9efadb74ca,Buy,2020-09-18 15:32:37.156540,91,LM,99.9,False,91,91,Generator,Accepted,91,-1 ,91 ,0aa9f43c-686f-4861-9675-57b5ac426713,False,False,False
588,44e0d2e0-4dc1-47df-977f-9be2a94aea48,Sell,2020-09-18 15:32:37.672153,102,LM,99.95,True,102,102,Generator,Waiting,0,,,,False,False,False
589,51d46992-d5a5-4e10-aba0-645bc0818dfe,Sell,2020-09-18 15:32:38.185494,101,LM,99.95,True,101,101,Generator,Accepted,101,100.25 ,101 ,389d6480-d377-404e-9f9e-0bfcb59fb91f,False,False,False
590,3a9c2daf-e5f9-4dcc-bff6-bb82796b3a8f,Sell,2020-09-18 15:32:38.701734,90,LM,99.75,True,90,90,Generator,Accepted,90,-1 ,90 ,3723a700-ab79-4b6d-bb53-dc10d3f4b6ac,False,False,False
591,b4cb10e1-7bc8-4b42-88a5-c11d6270beba,Buy,2020-09-18 15:32:39.217953,97,LM,99.95,True,97,97,Generator,Waiting,0,,,,False,False,False
592,b97c6421-9a04-4771-bd00-e673158eb774,Buy,2020-09-18 15:32:39.738198,101,LM,99.85,True,101,101,Generator,Waiting,0,,,,False,False,False
593,fde6ec5d-4a0c-432d-bdd9-a242ad8430f7,Sell,2020-09-18 15:32:40.269163,90,LM,100.25,True,90,90,Generator,Waiting,0,,,,False,False,False
594,50dc49b3-098f-4eb7-ba87-3928b830a741,Buy,2020-09-18 15:32:41.669035,106,LM,99.85,True,106,106,Generator,Waiting,0,,,,False,False,False
595,143d7b8e-74fa-4ee3-9f36-f50f733574d1,Sell,2020-09-18 15:32:43.425830,99,LM,99.75,False,99,99,Generator,Accepted,99,-1 ,99 ,b4cdc933-aa46-4d97-b164-077c78e9a5ae,False,False,False
596,57792979-c757-4b63-9514-a25b6fdc1518,Sell,2020-09-18 15:32:43.945019,101,LM,100.05,True,101,101,Generator,Accepted,101,100.15 ,101 ,7bcea79e-b531-481d-aad5-59e9171709df,False,False,False
597,e53c1b32-7e93-4b3a-9042-425158d38b33,Buy,2020-09-18 15:32:44.461622,96,LM,99.8,False,96,96,Generator,Waiting,0,,,,False,False,False
598,dd6cd188-6245-4ec6-8883-5227e551dfd5,Sell,2020-09-18 15:32:44.977650,93,LM,99.9,True,93,93,Generator,Accepted,93,-1 ,93 ,66289bc5-949e-43e3-ab42-9c960b140471,False,False,False
599,40f25095-00cb-4273-8437-bc7c87867ea4,Sell,2020-09-18 15:32:45.491828,99,LM,100.0,False,99,99,Generator,Accepted,99,-1 ,99 ,649f3542-d707-46e5-bcf1-ff8839cf840c,False,False,False
600,ce51f790-fdbf-4d2f-aedc-e911d4f55344,Buy,2020-09-18 15:32:46.008679,97,LM,100.0,False,97,97,Generator,Accepted,97,99.85 ,97 ,0f354554-856d-4dff-b8c1-d2f165cef295,False,False,False
601,cbd645ad-6f68-4b6d-ba82-ab6b7d334c5c,Buy,2020-09-18 15:32:46.522660,95,MR,-1.0,False,0,95,Generator,Waiting,90,99.75 ,90 ,,False,False,False
602,3cf8aaa5-6068-469d-8e19-fd6265fa64d9,Buy,2020-09-18 15:32:47.036540,99,LM,100.05,True,99,99,Generator,Accepted,99,99.95 ,99 ,5ad019f5-0295-4942-aa2b-f9f147e788a8,False,False,False
603,712da124-3a5b-4d1b-8a1d-9550cdf51117,Sell,2020-09-18 15:32:47.553870,101,MR,-1.0,False,0,101,Generator,Waiting,92,100.3 ,92 ,,False,False,False
604,991d59bb-4aa6-4fe4-a6aa-309fa27d87e7,Buy,2020-09-18 15:32:48.071908,100,LM,99.8,True,100,100,Generator,Waiting,0,,,,False,False,False
605,7875075f-3b07-44f6-b229-da7ff313f893,Sell,2020-09-18 15:32:48.586046,98,LM,100.25,True,98,98,Generator,Waiting,0,,,,False,False,False
606,e89148e2-cda3-409e-a9a5-ad6a4378185d,Sell,2020-09-18 15:32:49.104042,94,LM,100.1,True,94,94,Generator,Waiting,0,,,,False,False,False
607,7ff9a072-93d6-49c8-97f1-4104fe6868e0,Buy,2020-09-18 15:32:49.621304,101,LM,100.15,True,101,101,Generator,Accepted,101,-1 ,101 ,76d550ab-bebb-460d-a95b-edf3b83b80d3,False,False,False
608,909f3640-0cde-4da4-b472-8126cd3d2c59,Buy,2020-09-18 15:32:50.136430,100,LM,100.1,True,100,100,Generator,Accepted,100,-1 ,100 ,daf32741-c4e2-40ad-a25d-aa3065602241,False,False,False
609,506eda80-70e7-4355-84f2-2fc3feb21d63,Sell,2020-09-18 15:32:50.647968,104,LM,99.9,True,104,104,Generator,Waiting,0,,,,False,False,False
610,5adb6b48-2216-4774-8721-dd7798a768b5,Sell,2020-09-18 15:32:51.158285,98,MR,-1.0,False,0,98,Generator,Waiting,0,,,,False,False,False
611,dbdaec64-f6f2-4f7b-a271-6b5398a62c9a,Sell,2020-09-18 15:32:51.666671,102,LM,100.2,True,102,102,Generator,Waiting,0,,,,False,False,False
612,5f4c670d-2787-4b86-9f8c-6518f718d01e,Sell,2020-09-18 15:32:52.178241,114,MR,-1.0,False,0,114,Generator,Waiting,101,100.15 ,101 ,,False,False,False
613,3962bc6d-446b-4d56-8569-95669c79219c,Sell,2020-09-18 15:32:52.688648,105,LM,100.05,True,105,105,Generator,Waiting,0,,,,False,False,False
614,ad053569-0b45-4f28-8c7e-614653e8a306,Buy,2020-09-18 15:32:53.209012,98,LM,99.8,True,98,98,Generator,Waiting,0,,,,False,False,False
615,a3c29be9-d435-4766-b082-2eed0d12edce,Buy,2020-09-18 15:32:53.717670,104,MR,-1.0,False,0,104,Generator,Waiting,99,99.75 ,99 ,,False,False,False
616,c467e174-8e1b-462a-93f7-5b8af42ec612,Sell,2020-09-18 15:32:54.231460,102,MR,-1.0,False,0,102,Generator,Waiting,100,100.1 ,100 ,,False,False,False
617,d3423b43-efe9-4c6c-b6ab-e1937d490f20,Sell,2020-09-18 15:32:54.743530,113,LM,99.95,False,113,113,Generator,Waiting,0,,,,False,False,False
618,a9f10b44-49e0-4c4b-92dc-81c5334b994b,Sell,2020-09-18 15:32:55.255558,113,LM,99.8,False,113,113,Generator,Waiting,0,,,,False,False,False
619,c191dda2-c945-4e6c-a921-72c5b508d401,Buy,2020-09-18 15:32:55.762848,98,LM,100.1,False,98,98,Generator,Accepted,98,-1 ,98 ,9b06a1cb-3696-4266-b245-5fd973cfc939,False,False,False
