id,order_id,order_category,order_time,order_quantity,order_type,order_price,All_or_none,Minimum_fill,Disclosed_Quantity,user_id,order_status,traded_quantity,trade_price_list,trade_quant_list,trade_id,user_all,user_MinFill,user_disclosed
1147,66caf946-e979-410d-a5a4-3dbe49704a32,Sell,2023-04-02 02:44:32.236338,106,MR,-1.0,False,0,106,Generator,Accepted,106,100.15 100.15 100.15 100.15 100.1 ,29 29 29 7 12 ,89751c81-8311-4c98-99c2-6ad520db4ee6,False,False,False
1148,9711c3e9-fe75-4c2b-b9ef-c542d907b5dd,Sell,2023-04-02 02:44:32.749763,101,LM,99.9,False,7,84,Generator,Waiting,0,,,,False,False,False
1149,6678d19c-51db-45ac-a57a-4a1b239567e3,Sell,2023-04-02 02:44:33.253086,107,LM,100.05,False,5,62,Generator,Waiting,0,,,,False,False,False
1150,517dbf57-8496-461f-8ccb-08a1f4c2569f,Sell,2023-04-02 02:44:33.762339,100,LM,100.15,False,6,26,Generator,Waiting,0,,,,False,False,False
1151,0f6d40de-3daa-463e-98d2-405f3198e041,Buy,2023-04-02 02:44:34.270655,90,LM,99.75,False,4,45,Generator,Waiting,0,,,,False,False,False
1152,32ad278b-c07b-4a6e-b676-664677b6f3de,Sell,2023-04-02 02:44:34.778850,98,LM,99.95,False,7,92,Generator,Waiting,0,,,,False,False,False
1153,59cccac4-3a85-4132-94a1-fae3b179fd87,Sell,2023-04-02 02:44:35.286155,100,LM,99.9,False,5,88,Generator,Waiting,0,,,,False,False,False
1154,f31b816d-8db5-4f30-b98a-fa8b8330c00f,Sell,2023-04-02 02:44:35.795437,108,LM,100.0,False,1,25,Generator,Waiting,0,,,,False,False,False
1155,35d69af4-b7e5-408f-afd2-64f5be99e6c1,Sell,2023-04-02 02:44:36.304761,99,LM,100.05,False,0,51,Generator,Waiting,0,,,,False,False,False
1156,32be87b8-d574-4e6d-b930-ed2b2aaad20d,Sell,2023-04-02 02:44:36.814037,99,LM,100.25,False,0,50,Generator,Waiting,0,,,,False,False,False
1157,fe079a2e-c33d-4335-a6b0-c052eac21643,Sell,2023-04-02 02:44:37.317729,95,LM,99.9,True,95,95,Generator,Waiting,0,,,,False,False,False
1158,b6b9ab56-4b19-4301-8d1d-8eae9128f9e9,Buy,2023-04-02 02:44:37.821298,97,MR,-1.0,False,0,97,Generator,Accepted,97,99.7 99.75 ,94 3 ,938cd04c-03be-4247-bf3d-ae645adf878b,False,False,False
1159,5889e690-a2df-4642-be81-ed516a78c837,Sell,2023-04-02 02:44:38.328745,96,LM,100.05,False,3,56,Generator,Waiting,0,,,,False,False,False
1160,8e6d6627-63a4-4eb6-a900-8c9a63b2350e,Sell,2023-04-02 02:44:38.834987,104,LM,100.25,False,3,96,Generator,Waiting,0,,,,False,False,False
1161,28041d64-7db8-4156-bc96-9ca3359684d3,Sell,2023-04-02 02:44:39.343557,94,LM,99.9,False,8,86,Generator,Waiting,0,,,,False,False,False
1162,8b16c95a-7237-4399-b301-8fc4c9bad20d,Sell,2023-04-02 02:44:39.852207,102,LM,100.0,False,7,34,Generator,Waiting,0,,,,False,False,False
1163,78001a01-401a-4824-a20a-4e793603af00,Buy,2023-04-02 02:44:40.357580,90,LM,100.1,False,6,80,Generator,Accepted,90,100.1 100.1 ,80 10 ,30053864-2a4c-4ad9-9f5e-689fc0fb9667,False,False,False
1164,51c9d093-a0e4-4229-8838-329e3f566d7d,Sell,2023-04-02 02:44:40.865260,94,LM,100.05,False,7,78,Generator,Waiting,0,,,,False,False,False
1165,12aba1fe-9117-49af-adac-b0fcd7791452,Sell,2023-04-02 02:44:41.372201,92,LM,100.2,False,3,87,Generator,Waiting,0,,,,False,False,False
1166,83bb646a-db7e-4743-9b5b-8cd3d8522ad9,Buy,2023-04-02 02:44:41.881467,99,MR,-1.0,False,0,99,Generator,Accepted,99,99.75 99.75 ,75 24 ,96d6f545-9272-4cb6-a336-f02a839e3cb1,False,False,False
1167,7b78fe25-7d51-451e-8bb7-b6b248244d5d,Sell,2023-04-02 02:44:42.389431,98,LM,99.7,False,2,87,Generator,Accepted,98,99.7 99.7 99.7 ,87 9 2 ,64017f1a-9939-43ea-809b-259e0ff5948e,False,False,False
1168,ad958b97-4338-4c17-b6a0-bf3b47011b22,Buy,2023-04-02 02:44:42.897085,100,LM,99.85,False,0,30,Generator,Waiting,0,,,,False,False,False
1169,127446f2-0a6a-4912-ad2c-90736e75b952,Sell,2023-04-02 02:44:43.405302,99,LM,100.1,False,0,26,Generator,Waiting,0,,,,False,False,False
1170,3ec9e171-ef7d-41e6-bb82-86e3441691cc,Buy,2023-04-02 02:44:43.912813,98,MR,-1.0,False,0,98,Generator,Accepted,98,99.85 99.5 99.5 ,12 85 1 ,3899744b-6225-4df0-98fd-3c5bc7b61824,False,False,False
1171,aad483e5-e0fc-437c-9b9c-925e30fe109b,Sell,2023-04-02 02:44:44.418582,88,LM,99.85,False,1,17,Generator,Accepted,88,99.85 99.85 99.85 99.85 99.85 99.85 99.85 ,5 12 17 17 17 17 3 ,74eb1c77-b165-4043-abcf-1886f8006bcd,False,False,False
1172,ac826810-1f6e-4dc2-a82c-47384ee0304f,Sell,2023-04-02 02:44:44.923329,91,MR,-1.0,False,0,91,Generator,Accepted,91,100.1 100.1 100.05 ,72 17 2 ,f4578368-eb95-4195-89c1-10f3ebe11210,False,False,False
1173,b88ce8ae-3657-441c-8a67-4619c42fb2a7,Sell,2023-04-02 02:44:45.427128,101,MR,-1.0,False,0,101,Generator,Accepted,101,100.1 100.15 ,36 65 ,65c71bc8-3901-491d-9073-b6d5bd4f8add,False,False,False
1174,e013661f-5cd0-4325-a0f0-0a5a4f845638,Buy,2023-04-02 02:44:45.936853,89,LM,100.05,False,6,76,Generator,Waiting,0,,,,False,False,False
1175,09520c65-b2a5-482a-b14f-a38a9e731140,Buy,2023-04-02 02:44:46.443751,108,LM,99.95,False,3,51,Generator,Waiting,0,,,,False,False,False
1176,93205739-b789-4660-aca0-e6d4132775ff,Buy,2023-04-02 02:44:46.952629,95,LM,99.85,True,95,95,Generator,Waiting,0,,,,False,False,False
1177,04b66d84-3d20-4af1-aaf8-e99c0635c5ae,Sell,2023-04-02 02:44:47.461467,99,LM,100.05,True,99,99,Generator,Waiting,0,,,,False,False,False
1178,8655593e-b760-444e-a7a7-d6b33478a7de,Buy,2023-04-02 02:44:47.970966,98,LM,99.9,False,3,27,Generator,Waiting,0,,,,False,False,False
1179,107f3892-dfc7-4a82-9b8c-aa7c9777f5b9,Sell,2023-04-02 02:44:48.479578,99,LM,99.95,False,7,45,Generator,Waiting,0,,,,False,False,False
1180,b8e85dea-9bef-4446-b928-216b111edcc2,Sell,2023-04-02 02:44:48.989858,91,LM,100.0,False,4,89,Generator,Waiting,0,,,,False,False,False
1181,d3f13608-aa04-4f02-a0f2-e8528f544077,Buy,2023-04-02 02:44:49.493604,104,LM,100.0,True,104,104,Generator,Waiting,0,,,,False,False,False
1182,015ebf0f-50ff-48f2-8ad4-3678ea746628,Sell,2023-04-02 02:44:50.003799,102,LM,100.0,False,5,83,Generator,Waiting,0,,,,False,False,False
1183,d19a4f39-138b-49d3-a917-af5004ea91c3,Buy,2023-04-02 02:44:50.507391,98,LM,99.95,False,1,29,Generator,Waiting,0,,,,False,False,False
1184,8958dc8a-257d-4b94-8466-7a925750edb5,Buy,2023-04-02 02:44:51.016339,93,LM,99.95,False,2,75,Generator,Waiting,0,,,,False,False,False
1185,959062e2-94ce-4627-9ca2-c870d32ae11c,Buy,2023-04-02 02:44:51.525412,100,LM,100.05,False,0,53,Generator,Waiting,0,,,,False,False,False
1186,2dbd2d2a-ffed-4bb6-a87e-28489372950e,Sell,2023-04-02 02:44:52.034963,103,LM,100.05,False,0,33,Generator,Waiting,0,,,,False,False,False
