id,order_id,order_category,order_time,order_quantity,order_type,order_price,All_or_none,Minimum_fill,Disclosed_Quantity,user_id,order_status,traded_quantity,trade_price_list,trade_quant_list,trade_id,user_all,user_MinFill,user_disclosed
191,84c618b0-4875-4919-a0db-d3b7dd61665f,Sell,2020-09-18 13:35:16.678815,100,LM,99.9,True,100,100,Generator,Waiting,0,,,,False,False,False
192,da8fb926-4407-47ce-ae9c-28545f0e7f98,Sell,2020-09-18 13:35:17.216666,102,MR,-1.0,False,0,102,Generator,Waiting,93,99.95 ,93 ,,False,False,False
193,49a94e6a-7dc1-4c74-8a6f-309b770587cf,Sell,2020-09-18 13:35:17.737430,101,MR,-1.0,False,0,101,Generator,Waiting,91,99.6 ,91 ,,False,False,False
194,3d6c395b-0fba-44be-add9-3a6d0de034ac,Sell,2020-09-18 13:35:18.331158,105,LM,100.15,True,105,105,Generator,Waiting,0,,,,False,False,False
195,f3111510-2487-48a0-8e04-84116a57e0d9,Buy,2020-09-18 13:35:18.855255,91,LM,99.6,True,91,91,Generator,Accepted,91,-1 ,91 ,,False,False,False
196,3bc29fb7-a58a-4309-b284-7b52fc9b5904,Buy,2020-09-18 13:35:19.390516,93,LM,99.95,True,93,93,Generator,Accepted,93,-1 ,93 ,,False,False,False
197,6774d056-fb0a-4fcc-b793-9cc46368e151,Buy,2020-09-18 13:35:19.913647,92,MR,-1.0,False,0,92,Generator,Waiting,91,99.75 ,91 ,,False,False,False
198,4a7183fc-61f5-4be7-81fc-0ab981e76900,Buy,2020-09-18 13:35:21.203194,97,LM,100.15,True,97,97,Generator,Accepted,97,99.7 ,97 ,,False,False,False
199,d22c211d-7cde-4c55-8fed-900704f56648,Buy,2020-09-18 13:35:21.726060,89,LM,100.2,True,89,89,Generator,Accepted,89,100.05 ,89 ,,False,False,False
200,bd5d94e1-f66b-49a1-ad64-04493ce279d5,Sell,2020-09-18 13:35:22.251966,91,LM,99.75,True,91,91,Generator,Accepted,91,-1 ,91 ,,False,False,False
201,1015ea95-f2b8-465a-b025-fa137eddf5d8,Buy,2020-09-18 13:35:22.786018,104,LM,99.95,True,104,104,Generator,Waiting,0,,,,False,False,False
202,48bcf048-1f87-440d-9b8c-bee654e0013b,Sell,2020-09-18 13:35:23.314107,100,LM,99.7,True,100,100,Generator,Accepted,100,100.2 ,100 ,,False,False,False
203,f91b6733-0cb1-4fa9-a291-62a6a03e1504,Sell,2020-09-18 13:35:23.885491,104,LM,100.0,True,104,104,Generator,Waiting,0,,,,False,False,False
204,64391ecd-a34d-4313-8915-5fa741032c2f,Buy,2020-09-18 13:35:24.420854,103,LM,99.95,True,103,103,Generator,Waiting,0,,,,False,False,False
205,02812605-0f09-4f65-8dbf-8aaf025c1bfd,Buy,2020-09-18 13:35:24.956058,103,LM,99.75,True,103,103,Generator,Waiting,0,,,,False,False,False
206,062f01b8-2896-4f90-8aae-509832ebbef9,Sell,2020-09-18 13:35:25.478055,99,LM,99.85,True,99,99,Generator,Waiting,0,,,,False,False,False
207,def13e71-e9af-4863-ac78-5d8d5fca7961,Sell,2020-09-18 13:35:25.997710,99,LM,99.8,True,99,99,Generator,Accepted,99,-1 ,99 ,,False,False,False
208,f6903981-72e7-4fa9-acc2-06343e73ac99,Sell,2020-09-18 13:35:26.528590,97,LM,99.7,True,97,97,Generator,Accepted,97,100.15 ,97 ,,False,False,False
209,b5b1fe34-5325-402c-8b34-a445f3ede69e,Sell,2020-09-18 13:35:27.167546,95,LM,100.15,True,95,95,Generator,Waiting,0,,,,False,False,False
210,62b4fa63-5c47-4bdb-9a09-9a3e3dc05916,Sell,2020-09-18 13:35:27.848374,101,LM,100.0,False,101,101,Generator,Accepted,101,100.15 ,101 ,,False,False,False
211,57cbd1c3-d545-47f0-9ce2-ef0ab8eb3bcb,Buy,2020-09-18 13:35:28.363710,96,LM,99.95,True,96,96,Generator,Waiting,0,,,,False,False,False
212,9216213a-0627-4e91-bd9b-800960b90045,Buy,2020-09-18 13:35:28.898406,92,LM,99.95,True,92,92,Generator,Waiting,0,,,,False,False,False
213,605363d7-28fd-4b33-a14b-874bf324e4f4,Buy,2020-09-18 13:35:29.431723,96,MR,-1.0,False,0,96,Generator,Waiting,0,,,,False,False,False
214,9147fbdf-1c96-446f-b56b-6a9303e1b101,Sell,2020-09-18 13:35:29.972063,105,LM,100.05,True,105,105,Generator,Accepted,105,100.2 ,105 ,,False,False,False
215,f93a91ff-9a7e-43c5-8b0b-a0c62563d864,Sell,2020-09-18 13:35:30.576225,96,LM,100.05,True,96,96,Generator,Waiting,0,,,,False,False,False
216,97b14b93-c7aa-40bb-8561-8d8104e45769,Sell,2020-09-18 13:35:31.102912,95,LM,100.0,True,95,95,Generator,Accepted,95,100.15 ,95 ,,False,False,False
217,226a0e98-3d83-4957-942b-52f60a691e86,Sell,2020-09-18 13:35:31.642603,99,LM,99.95,True,99,99,Generator,Waiting,0,,,,False,False,False
218,e6cb0dff-9642-4102-be20-e3920e09a492,Buy,2020-09-18 13:35:32.176412,95,LM,100.0,True,95,95,Generator,Waiting,0,,,,False,False,False
